rooms,square_m,floor,serie,price,link,region,street,building_total_floors,price_per_square_m,time
3.0,73,5.0,Renov.,1050.0,,centrs,Barona 15,6,14.383561643835616,2023-01-11
4.0,72,5.0,Specpr.,450.0,,Ziepniekkalns,Bērzupes 31,5,6.25,2023-01-11
2.0,50,3.0,Hrušč.,340.0,,Iļģuciems,Kreslera 1K2,3,6.8,2023-01-11
1.0,36,3.0,602.,200.0,,Imanta,Kleistu 21,9,5.5555555555555545,2023-01-11
1.0,40,8.0,M. ģim.,180.0,,Pļavnieki,Keldiša 3,9,4.5,2023-01-11
2.0,35,2.0,Specpr.,265.0,,Sarkandaugava,Viestura pr. 43,9,7.571428571428571,2023-01-11
1.0,18,6.0,Renov.,340.0,,centrs,Čaka 33,6,18.88888888888889,2023-01-11
3.0,82,2.0,P. kara,800.0,,centrs,Ģertrūdes 62,6,9.75609756097561,2023-01-11
2.0,41,2.0,Jaun.,510.0,,Āgenskalns,Kuldīgas 45B,5,12.439024390243905,2023-01-11
3.0,52,3.0,LT proj.,350.0,,Iļģuciems,Garā 18,5,6.730769230769232,2023-01-11
1.0,39,3.0,M. ģim.,250.0,,Purvciems,Ilūkstes 54,5,6.410256410256411,2023-01-11
3.0,57,1.0,467.,350.0,,Dzegužkalns,Daugavgrīvas 56,9,6.140350877192982,2023-01-11
2.0,31,1.0,Priv. m.,200.0,,Bieriņi,Dāliju 28,2,6.451612903225807,2023-01-11
1.0,42,5.0,M. ģim.,210.0,,Pļavnieki,Salnas 24,5,5.0,2023-01-11
4.0,93,4.0,P. kara,700.0,,Maskavas priekšpilsēta,Jēkabpils 4,4,7.526881720430107,2023-01-11
1.0,30,2.0,M. ģim.,150.0,,Ķengarags,Kaņiera 16,11,5.0,2023-01-11
2.0,44,4.0,P. kara,280.0,,centrs,Ģertrūdes 64,5,6.363636363636362,2023-01-11
1.0,33,3.0,Renov.,475.0,,centrs,Deglava 9,6,14.393939393939394,2023-01-11
2.0,57,5.0,104.,310.0,,Purvciems,Brantkalna 7,12,5.43859649122807,2023-01-11
1.0,28,5.0,LT proj.,260.0,,Iļģuciems,Garā 16,5,9.285714285714286,2023-01-11
1.0,41,5.0,602.,250.0,,Pļavnieki,Tīnūžu 5,9,6.097560975609755,2023-01-11
3.0,71,6.0,104.,400.0,,Purvciems,Viršu 17,12,5.633802816901407,2023-01-11
2.0,62,3.0,Jaun.,320.0,,Imanta,Jūrmalas g. 109,4,5.161290322580644,2023-01-11
1.0,38,3.0,M. ģim.,230.0,,Pļavnieki,Dzeņu 8,5,6.052631578947367,2023-01-11
3.0,75,2.0,Renov.,500.0,,centrs,Hospitāļu 5a,2,6.666666666666668,2023-01-11
2.0,50,3.0,Renov.,499.0,,centrs,Stabu 19,6,9.98,2023-01-11
1.0,31,3.0,LT proj.,200.0,,Ķengarags,Višķu 13,5,6.451612903225807,2023-01-11
1.0,30,5.0,Hrušč.,200.0,,Iļģuciems,Grīvas 17,5,6.666666666666668,2023-01-11
2.0,45,1.0,LT proj.,270.0,,Sarkandaugava,Limbažu 4,5,6.0,2023-01-11
1.0,38,4.0,Specpr.,200.0,,Purvciems,Ieriķu 60,9,5.2631578947368425,2023-01-11
3.0,144,7.0,Jaun.,1450.0,,centrs,13. janvāra 21,7,10.069444444444443,2023-01-11
3.0,72,2.0,P. kara,450.0,,centrs,Vīlandes 5,5,6.25,2023-01-11
2.0,43,2.0,Jaun.,850.0,,Āgenskalns,Baložu 9,3,19.767441860465123,2023-01-11
1.0,40,6.0,Renov.,250.0,,centrs,Klusā 20,9,6.25,2023-01-11
1.0,18,5.0,M. ģim.,135.0,,Iļģuciems,Stūres 2,5,7.5,2023-01-11
1.0,25,2.0,Specpr.,180.0,,Iļģuciems,Motoru 3,5,7.2,2023-01-11
1.0,33,3.0,467.,200.0,,Pļavnieki,Praulienas 12,9,6.0606060606060606,2023-01-11
1.0,12,5.0,Hrušč.,100.0,,Āgenskalns,Mārupes 39,5,8.333333333333334,2023-01-11
2.0,41,1.0,Hrušč.,260.0,,Teika,Raunas 45,4,6.3414634146341475,2023-01-11
3.0,73,3.0,Specpr.,300.0,,Čiekurkalns,Čiekurkalna 4. šķ l. 1,9,4.109589041095891,2023-01-11
1.0,31,4.0,Hrušč.,200.0,,centrs,Eksporta 16,5,6.451612903225807,2023-01-11
3.0,57,5.0,Hrušč.,250.0,,Jugla,Brīvības 399,5,4.385964912280701,2023-01-11
1.0,36,8.0,Čehu pr.,283.0,,centrs,Zirņu 3,12,7.861111111111112,2023-01-11
1.0,25,1.0,P. kara,200.0,,centrs,Sermuliņu 10,4,8.0,2023-01-11
1.0,26,2.0,Hrušč.,250.0,,Jugla,Auduma 33,5,9.615384615384617,2023-01-11
2.0,45,3.0,P. kara,380.0,,centrs,Stabu 6,5,8.444444444444445,2023-01-11
1.0,26,3.0,Renov.,370.0,,centrs,Deglava 9,6,14.230769230769232,2023-01-11
1.0,41,1.0,M. ģim.,230.0,,Purvciems,Stirnu 48,5,5.609756097560974,2023-01-11
2.0,38,2.0,LT proj.,250.0,,Dzegužkalns,Purva 25,5,6.578947368421053,2023-01-11
2.0,80,4.0,Jaun.,700.0,,centrs,Hospitāļu 23,7,8.75,2023-01-11
1.0,33,9.0,602.,270.0,,Pļavnieki,Zemes 1,9,8.181818181818182,2023-01-11
2.0,34,2.0,103.,350.0,,Dārzciems,Trasuna 18,5,10.294117647058824,2023-01-11
2.0,60,2.0,Renov.,500.0,,centrs,Barona 63,5,8.333333333333334,2023-01-11
5.0,127,5.0,P. kara,1200.0,,centrs,Kalpaka bulv. 10,6,9.448818897637793,2023-01-11
1.0,14,6.0,Jaun.,275.0,,centrs,Klijānu 6,9,19.642857142857142,2023-01-11
3.0,108,7.0,Jaun.,950.0,,centrs,Grostonas 25,12,8.796296296296298,2023-01-11
4.0,35,2.0,Staļina,200.0,,Maskavas priekšpilsēta,Maskavas 154,2,5.7142857142857135,2023-01-11
2.0,52,10.0,Čehu pr.,290.0,,Imanta,Rigondas g. 7,12,5.5769230769230775,2023-01-11
3.0,55,4.0,Jaun.,500.0,,Ziepniekkalns,Skaistkalnes 17,5,9.090909090909092,2023-01-11
1.0,33,7.0,Specpr.,300.0,,centrs,Brīvības 162/2,7,9.090909090909092,2023-01-11
4.0,148,5.0,Renov.,1600.0,,Vecrīga,M. Smilšu 1,5,10.810810810810812,2023-01-11
4.0,123,3.0,Renov.,750.0,,centrs,Barona 63,5,6.097560975609755,2023-01-11
3.0,76,5.0,119.,350.0,,Ziepniekkalns,Ozolciema 12,10,4.605263157894737,2023-01-11
3.0,61,5.0,Renov.,700.0,,Maskavas priekšpilsēta,Maskavas 48A,5,11.475409836065571,2023-01-11
1.0,46,6.0,119.,300.0,,Zolitūde,Ruses 20,6,6.521739130434782,2023-01-11
1.0,13,1.0,Hrušč.,240.0,,Teika,Bērzpils 7,5,18.46153846153846,2023-01-11
1.0,46,4.0,P. kara,380.0,,centrs,Miera 101,5,8.26086956521739,2023-01-11
3.0,55,3.0,LT proj.,350.0,,Ķengarags,Maltas 22,5,6.363636363636362,2023-01-11
2.0,50,3.0,P. kara,350.0,,centrs,Barona 83,3,7.0,2023-01-11
3.0,100,3.0,P. kara,390.0,,Sarkandaugava,Patversmes 1,3,3.9,2023-01-11
2.0,56,4.0,Staļina,250.0,,Mangaļi,Viestura pr. 20,4,4.464285714285714,2023-01-11
3.0,70,5.0,103.,400.0,,centrs,Hospitāļu 7,5,5.7142857142857135,2023-01-11
2.0,35,1.0,P. kara,200.0,,Čiekurkalns,Čiekurkalna 3. šķ l. 1,2,5.7142857142857135,2023-01-11
2.0,47,5.0,Renov.,495.0,,centrs,Avotu 8,5,10.531914893617019,2023-01-11
2.0,78,2.0,Renov.,650.0,,centrs,Dzirnavu 34A,5,8.333333333333334,2023-01-11
2.0,43,3.0,P. kara,420.0,,Teika,Brīvības 205,5,9.767441860465118,2023-01-11
2.0,44,2.0,Renov.,470.0,,centrs,Elizabetes 9,5,10.681818181818182,2023-01-11
1.0,56,3.0,Jaun.,600.0,,centrs,Tomsona 30,6,10.714285714285714,2023-01-11
1.0,40,12.0,Specpr.,230.0,,Imanta,Anniņmuižas 28,16,5.75,2023-01-11
1.0,20,2.0,P. kara,220.0,,centrs,Brīvības 160,5,11.0,2023-01-11
2.0,58,1.0,Hrušč.,100.0,,Iļģuciems,Vaidelotes 13,5,1.7241379310344829,2023-01-11
1.0,28,5.0,P. kara,240.0,,centrs,Valmieras 13,5,8.571428571428571,2023-01-11
2.0,35,5.0,Renov.,420.0,,centrs,Valdemāra 71,6,12.0,2023-01-11
3.0,60,2.0,Jaun.,500.0,,Ziepniekkalns,Skaistkalnes 17,5,8.333333333333334,2023-01-11
3.0,70,1.0,Specpr.,230.0,,Āgenskalns,Liepājas 40 k12,5,3.2857142857142856,2023-01-11
2.0,50,1.0,602.,250.0,,Imanta,Kurzemes pr. 138,9,5.0,2023-01-11
2.0,47,5.0,Hrušč.,300.0,,Sarkandaugava,Tvaika 54,5,6.382978723404255,2023-01-11
1.0,35,7.0,602.,235.0,,Pļavnieki,Rudens 7,9,6.7142857142857135,2023-01-11
4.0,93,4.0,P. kara,750.0,,centrs,Lāčplēša 133,4,8.064516129032258,2023-01-11
2.0,50,3.0,P. kara,450.0,,centrs,Valdemāra 39,6,9.0,2023-01-11
2.0,62,3.0,Specpr.,650.0,,Dzegužkalns,Iecavas 1,5,10.483870967741936,2023-01-11
2.0,39,2.0,Hrušč.,300.0,,Maskavas priekšpilsēta,Dricānu 1,5,7.6923076923076925,2023-01-11
2.0,50,1.0,P. kara,600.0,,centrs,Lāčplēša 62,5,12.0,2023-01-11
2.0,46,3.0,Staļina,300.0,,Vecmīlgrāvis,Emmas 10,3,6.521739130434782,2023-01-11
1.0,26,3.0,Specpr.,250.0,,Daugavgrīva,Zvīņu 4,5,9.615384615384617,2023-01-11
1.0,23,3.0,P. kara,150.0,,centrs,Elijas 5,5,6.521739130434782,2023-01-11
1.0,35,1.0,Staļina,300.0,,Torņakalns,Vienības g. 42,5,8.571428571428571,2023-01-11
2.0,38,2.0,P. kara,270.0,,centrs,Dzirnavu 159A,4,7.105263157894738,2023-01-11
1.0,28,3.0,Renov.,399.0,,centrs,Deglava 9,6,14.25,2023-01-11
2.0,70,5.0,P. kara,450.0,,centrs,Miera 101,5,6.428571428571429,2023-01-11
3.0,86,6.0,Jaun.,2200.0,,centrs,Antonijas 17A,6,25.58139534883721,2023-01-11
1.0,25,2.0,P. kara,100.0,,Mangaļi,Ostas 12,2,4.0,2023-01-11
2.0,45,3.0,LT proj.,180.0,,Ķengarags,Lokomotīves 98,5,4.0,2023-01-11
4.0,110,4.0,P. kara,600.0,,centrs,Ģertrūdes 9,7,5.454545454545454,2023-01-11
2.0,37,1.0,P. kara,150.0,,Cits,Apguldes 10,2,4.0540540540540535,2023-01-11
2.0,49,5.0,LT proj.,350.0,,Iļģuciems,Dzirciema 7,5,7.142857142857142,2023-01-11
2.0,83,3.0,Renov.,1400.0,,centrs,Blaumaņa 9,6,16.867469879518072,2023-01-11
2.0,44,1.0,Renov.,500.0,,centrs,Brīvības 95,5,11.363636363636365,2023-01-11
2.0,50,3.0,602.,250.0,,Mežciems,Hipokrāta 17,9,5.0,2023-01-11
2.0,40,3.0,Jaun.,500.0,,Teika,Vairoga 32,3,12.5,2023-01-11
2.0,42,2.0,Hrušč.,160.0,,Iļģuciems,Dagmāras 4,5,3.8095238095238084,2023-01-11
2.0,56,3.0,119.,350.0,,Zolitūde,Bieziņa 3,10,6.25,2023-01-11
3.0,117,6.0,Renov.,2440.0,,centrs,Pērnavas 41,6,20.85470085470085,2023-01-11
2.0,60,4.0,P. kara,600.0,,centrs,Rūpniecības 16,6,10.0,2023-01-11
2.0,42,2.0,Renov.,630.0,,Vecrīga,Vecpilsētas 12,5,15.0,2023-01-11
3.0,80,15.0,Jaun.,650.0,,Imanta,Anniņmuižas 41,22,8.125,2023-01-11
1.0,35,1.0,M. ģim.,220.0,,Dārzciems,Rumbulas 1 k. 2,2,6.2857142857142865,2023-01-11
1.0,63,3.0,Renov.,365.0,,Krasta r-ns,Dzērvju 12,3,5.7936507936507935,2023-01-11
2.0,93,6.0,Renov.,1300.0,,centrs,Blaumaņa 3,6,13.978494623655912,2023-01-11
3.0,125,2.0,Jaun.,1300.0,,Vecrīga,Kungu 25,5,10.4,2023-01-11
2.0,58,5.0,Jaun.,450.0,,Ziepniekkalns,Vienības g. 192,6,7.758620689655173,2023-01-11
4.0,121,2.0,Renov.,1200.0,,centrs,Pumpura 3,3,9.917355371900827,2023-01-11
1.0,26,4.0,Renov.,200.0,,Pļavnieki,Rencēnu 40,4,7.6923076923076925,2023-01-11
2.0,52,2.0,P. kara,550.0,,centrs,Strēlnieku 6,3,10.576923076923077,2023-01-11
1.0,35,2.0,Specpr.,161.0,,Kleisti,Rātsupītes 7,3,4.6,2023-01-11
1.0,14,2.0,P. kara,260.0,,centrs,Čaka 114,5,18.571428571428573,2023-01-11
1.0,30,6.0,Čehu pr.,230.0,,Ķengarags,Aviācijas 2E,12,7.666666666666668,2023-01-11
2.0,44,2.0,Jaun.,500.0,,Torņakalns,Jelgavas 63,7,11.363636363636365,2023-01-11
2.0,70,5.0,P. kara,500.0,,centrs,Dzirnavu 70,6,7.142857142857142,2023-01-11
2.0,37,4.0,LT proj.,210.0,,Dzegužkalns,Jaunsaules 3A,5,5.6756756756756745,2023-01-11
2.0,49,9.0,602.,300.0,,Ziepniekkalns,Ozolciema 40,9,6.1224489795918355,2023-01-05
2.0,62,4.0,Specpr.,400.0,,centrs,Valdemāra 106,5,6.451612903225807,2023-01-05
1.0,18,5.0,M. ģim.,98.0,,Jugla,Mārkalnes 1,5,5.4444444444444455,2023-01-05
1.0,27,2.0,Renov.,200.0,,Sarkandaugava,Hāpsalas 12,3,7.407407407407407,2023-01-05
1.0,328,6.0,602.,200.0,,Ziepniekkalns,Ozolciema 42/1,9,0.6097560975609756,2023-01-05
2.0,43,3.0,Renov.,180.0,,Sarkandaugava,Viestura pr. 120,3,4.186046511627906,2023-01-05
1.0,28,3.0,Specpr.,300.0,,Sarkandaugava,Viestura pr. 53,9,10.714285714285714,2023-01-05
2.0,62,3.0,Jaun.,570.0,,Dzegužkalns,Iecavas 1,6,9.193548387096774,2023-01-05
1.0,18,1.0,Priv. m.,300.0,,Teika,Remīnes 3,2,16.666666666666668,2023-01-05
1.0,33,2.0,Specpr.,200.0,,Sarkandaugava,Viestura pr. 39,9,6.0606060606060606,2023-01-05
1.0,20,2.0,Renov.,150.0,,centrs,Bruņinieku 115С,5,7.5,2023-01-05
1.0,28,1.0,Hrušč.,200.0,,Čiekurkalns,Čiekurkalna 1. l. 1,5,7.142857142857142,2023-01-05
1.0,28,2.0,Renov.,200.0,,Mangaļi,Ezera 18,3,7.142857142857142,2023-01-05
1.0,30,2.0,P. kara,250.0,,Sarkandaugava,Duntes 54,2,8.333333333333334,2023-01-05
2.0,50,5.0,LT proj.,230.0,,Imanta,M. Krūmu 1,5,4.6,2023-01-05
1.0,22,2.0,Renov.,300.0,,centrs,Brīvības 212,2,13.636363636363635,2023-01-05
2.0,44,1.0,LT proj.,250.0,,Ķengarags,Prūšu 3,5,5.6818181818181825,2023-01-05
2.0,53,4.0,103.,280.0,,Mežaparks,Viestura pr. 77,5,5.283018867924528,2023-01-05
2.0,50,2.0,Hrušč.,100.0,,Iļģuciems,Cementa 3б,1,2.0,2023-01-05
3.0,75,4.0,Čehu pr.,450.0,,Ķengarags,Maskavas 259/1,12,6.0,2023-01-05
2.0,48,1.0,LT proj.,230.0,,Iļģuciems,Buļļu 35A,5,4.791666666666667,2023-01-05
2.0,44,4.0,Hrušč.,200.0,,Āgenskalns,Kristapa 26,5,4.545454545454546,2023-01-05
2.0,44,4.0,P. kara,350.0,,centrs,Ieroču 10,5,7.954545454545454,2023-01-05
1.0,29,4.0,LT proj.,290.0,,Teika,Brīvības 215,5,10.0,2023-01-05
1.0,25,2.0,Specpr.,350.0,,Imanta,Kurzemes pr. 132,2,14.0,2023-01-05
2.0,48,3.0,Čehu pr.,320.0,,Ķengarags,Lokomotīves 54,12,6.666666666666668,2023-01-05
1.0,34,2.0,P. kara,280.0,,centrs,Vārnu 11a,4,8.235294117647058,2023-01-05
2.0,40,4.0,Jaun.,550.0,,Mežciems,Juglas 20,5,13.75,2023-01-05
2.0,47,5.0,LT proj.,250.0,,Purvciems,Stirnu 21,5,5.319148936170213,2023-01-05
5.0,211,3.0,Renov.,1600.0,,centrs,Skolas 12A,5,7.582938388625593,2023-01-05
1.0,44,5.0,119.,230.0,,Purvciems,Ilūkstes 32,9,5.227272727272728,2023-01-05
2.0,45,2.0,LT proj.,255.0,,Ķengarags,Maskavas 285/5,5,5.666666666666668,2023-01-05
1.0,30,4.0,Hrušč.,200.0,,Iļģuciems,Lilijas 15A,5,6.666666666666668,2023-01-05
3.0,73,2.0,P. kara,350.0,,centrs,Stabu 72,5,4.794520547945205,2023-01-05
2.0,49,5.0,P. kara,220.0,,centrs,Matīsa 43,5,4.489795918367347,2023-01-05
3.0,82,3.0,Jaun.,1200.0,,centrs,Ausekļa 20,5,14.634146341463413,2023-01-05
1.0,17,3.0,M. ģim.,200.0,,Šampēteris-Pleskodāle,Stendes 7k3,3,11.764705882352944,2023-01-05
1.0,25,1.0,Specpr.,350.0,,Iļģuciems,Motoru 3,5,14.0,2023-01-05
2.0,51,2.0,467.,330.0,,Krasta r-ns,Zilupes 29,9,6.470588235294117,2023-01-05
2.0,58,1.0,Specpr.,360.0,,Maskavas priekšpilsēta,Maskavas 135,1,6.206896551724138,2023-01-05
1.0,36,6.0,602.,300.0,,Purvciems,Dzelzavas 25,9,8.333333333333334,2023-01-05
2.0,93,6.0,Renov.,1200.0,,centrs,Blaumaņa 3,6,12.903225806451614,2023-01-05
3.0,75,7.0,Jaun.,520.0,,centrs,Ganību d. 13k-1,8,6.933333333333334,2023-01-05
1.0,32,2.0,103.,200.0,,Dārzciems,Ūbeles 4,5,6.25,2023-01-05
1.0,34,4.0,P. kara,120.0,,centrs,Barona 23,5,3.5294117647058822,2023-01-05
3.0,80,4.0,P. kara,800.0,,Vecrīga,Skārņu 9,6,10.0,2023-01-05
2.0,52,2.0,P. kara,270.0,,Teika,Apes 1,3,5.1923076923076925,2023-01-05
1.0,18,1.0,Hrušč.,220.0,,Āgenskalns,Kristapa 8,5,12.222222222222221,2023-01-05
3.0,74,3.0,Jaun.,950.0,,Purvciems,Dudajeva g. 9a,6,12.837837837837839,2023-01-05
1.0,33,1.0,602.,250.0,,Imanta,Kurzemes pr. 80,9,7.575757575757576,2023-01-05
2.0,76,4.0,Jaun.,699.0,,centrs,Hospitāļu 23,6,9.197368421052632,2023-01-05
1.0,29,2.0,Čehu pr.,290.0,,Jugla,Brīvības 404,12,10.0,2023-01-05
3.0,95,4.0,Jaun.,1500.0,,centrs,Rūpniecības 50,7,15.789473684210524,2023-01-05
1.0,29,2.0,Čehu pr.,290.0,,Teika,Brīvības 404,12,10.0,2023-01-05
1.0,32,8.0,602.,240.0,,Pļavnieki,Ulbrokas 1,9,7.5,2023-01-05
2.0,48,1.0,Jaun.,400.0,,Ziepniekkalns,Bikstu 6,5,8.333333333333334,2023-01-05
3.0,131,5.0,Jaun.,1200.0,,centrs,Hospitāļu 23,7,9.16030534351145,2023-01-05
1.0,36,3.0,602.,200.0,,Imanta,Kleistu 21,9,5.5555555555555545,2023-01-05
2.0,45,4.0,Hrušč.,310.0,,Āgenskalns,Grīna bulv. 5,5,6.888888888888888,2023-01-05
2.0,50,5.0,P. kara,590.0,,centrs,Matīsa 41,5,11.8,2023-01-05
2.0,60,4.0,Jaun.,590.0,,Ziepniekkalns,Vienības g. 192,5,9.833333333333334,2023-01-05
2.0,52,1.0,Jaun.,410.0,,Purvciems,Stirnu 1,9,7.884615384615384,2023-01-05
1.0,18,2.0,M. ģim.,200.0,,Āgenskalns,Kristapa 10,4,11.111111111111109,2023-01-05
3.0,63,2.0,602.,350.0,,Pļavnieki,Grestes 12,9,5.5555555555555545,2023-01-05
2.0,42,2.0,Renov.,400.0,,centrs,Valdemāra 69,6,9.523809523809524,2023-01-05
1.0,17,3.0,M. ģim.,190.0,,Āgenskalns,Kristapa 10,4,11.176470588235292,2023-01-05
4.0,134,6.0,Jaun.,1500.0,,centrs,Cēsu 9,7,11.194029850746267,2023-01-05
3.0,46,2.0,P. kara,230.0,,centrs,Dagdas 3,5,5.0,2023-01-05
2.0,42,6.0,P. kara,420.0,,centrs,Ģertrūdes 9,7,10.0,2023-01-05
3.0,70,3.0,P. kara,550.0,,centrs,Ausekļa 2,5,7.857142857142858,2023-01-05
1.0,22,2.0,Specpr.,200.0,,Pļavnieki,Deglava 24,9,9.090909090909092,2023-01-05
2.0,47,1.0,Hrušč.,200.0,,Zasulauks,Rododendru 5,5,4.25531914893617,2023-01-05
4.0,107,1.0,Jaun.,750.0,,Dārzciems,Rēzeknes 27a,3,7.009345794392522,2023-01-05
2.0,49,1.0,Specpr.,250.0,,Daugavgrīva,Lēpju 5,5,5.1020408163265305,2023-01-05
2.0,49,1.0,602.,350.0,,Imanta,M. Krūmu 18,9,7.142857142857142,2023-01-05
1.0,35,5.0,Čehu pr.,200.0,,Imanta,Rigondas g. 7,12,5.7142857142857135,2023-01-05
1.0,36,3.0,P. kara,450.0,,centrs,Zaļā 7,3,12.5,2023-01-05
2.0,45,3.0,P. kara,220.0,,Teika,Biķernieku 37,3,4.888888888888889,2023-01-05
2.0,50,7.0,602.,400.0,,Pļavnieki,Jasmuižas 17,9,8.0,2023-01-05
1.0,28,1.0,Specpr.,230.0,,Āgenskalns,Kristapa 12,5,8.214285714285714,2023-01-05
2.0,55,3.0,Renov.,470.0,,Āgenskalns,Mārupes 6,4,8.545454545454545,2023-01-05
1.0,28,1.0,P. kara,140.0,,Sarkandaugava,Gaujienas 9,2,5.0,2023-01-05
1.0,36,2.0,103.,155.0,,Mežciems,Biķernieku 228,5,4.305555555555555,2023-01-05
1.0,31,3.0,Hrušč.,270.0,,Purvciems,Dzelzavas 11,5,8.709677419354838,2023-01-05
1.0,19,4.0,Renov.,350.0,,centrs,Kalniņa 1,5,18.42105263157895,2023-01-05
2.0,45,5.0,LT proj.,250.0,,Jugla,Silciema 15/1,5,5.5555555555555545,2023-01-05
1.0,32,4.0,LT proj.,150.0,,Jugla,Veldres 7,5,4.6875,2023-01-05
2.0,61,2.0,Renov.,650.0,,centrs,Elizabetes 22,6,10.655737704918034,2023-01-05
1.0,40,9.0,Specpr.,170.0,,Bolderāja,Finiera 17,9,4.25,2023-01-05
2.0,45,3.0,LT proj.,270.0,,Purvciems,Nīcgales 14,5,6.0,2023-01-05
2.0,66,4.0,Renov.,390.0,,Āgenskalns,Nometņu 9,4,5.909090909090909,2023-01-05
3.0,62,3.0,Renov.,550.0,,centrs,Hospitāļu 20,6,8.870967741935484,2023-01-05
1.0,46,5.0,Jaun.,390.0,,Imanta,Anniņmuižas 41,24,8.478260869565217,2023-01-05
1.0,23,2.0,Staļina,200.0,,centrs,Katrīnas d. 26,3,8.695652173913043,2023-01-05
3.0,65,2.0,P. kara,900.0,,centrs,Blaumaņa 9,6,13.846153846153848,2023-01-05
3.0,74,4.0,P. kara,700.0,,Āgenskalns,Meža 4A,5,9.459459459459461,2023-01-05
2.0,49,3.0,LT proj.,200.0,,Imanta,Kurzemes pr. 30,5,4.081632653061225,2023-01-05
2.0,88,5.0,P. kara,780.0,,Vecrīga,Kaļķu 6,5,8.863636363636363,2023-01-05
3.0,75,7.0,119.,300.0,,Zolitūde,Zolitūdes 46,9,4.0,2023-01-05
3.0,44,3.0,P. kara,420.0,,centrs,Stabu 95,6,9.545454545454543,2023-01-05
1.0,19,1.0,Renov.,220.0,,Bolderāja,Kvarca 3,2,11.578947368421053,2023-01-05
2.0,49,4.0,LT proj.,200.0,,Bolderāja,Stūrmaņu 5,5,4.081632653061225,2023-01-05
3.0,52,2.0,Staļina,350.0,,Maskavas priekšpilsēta,Aiviekstes 3,3,6.730769230769232,2023-01-05
1.0,27,6.0,Jaun.,370.0,,Aplokciems,Briežu 9,6,13.703703703703706,2023-01-05
3.0,53,2.0,Jaun.,500.0,,Aplokciems,Briežu 7,6,9.433962264150944,2023-01-05
1.0,33,1.0,Priv. m.,200.0,,Zasulauks,Kalnciema 8,1,6.0606060606060606,2023-01-05
1.0,25,1.0,P. kara,280.0,,Āgenskalns,Klīveru 1,4,11.2,2023-01-05
1.0,30,5.0,602.,190.0,,Ķengarags,Bultu 3,9,6.333333333333332,2023-01-05
2.0,48,4.0,LT proj.,330.0,,Purvciems,Dudajeva g. 8,5,6.875,2023-01-05
2.0,52,2.0,Jaun.,800.0,,centrs,Strēlnieku 7,7,15.384615384615385,2023-01-05
1.0,34,2.0,Specpr.,190.0,,Jugla,Lorupes 4,2,5.588235294117646,2023-01-05
2.0,55,4.0,P. kara,400.0,,centrs,Pērnavas 4,4,7.2727272727272725,2023-01-05
4.0,72,4.0,P. kara,540.0,,centrs,Pētersalas 2,5,7.5,2023-01-05
2.0,55,4.0,Renov.,500.0,,centrs,Miera 86,6,9.090909090909092,2023-01-05
1.0,20,3.0,Jaun.,230.0,,Purvciems,Kastrānes 1/2,5,11.5,2023-01-05
1.0,30,2.0,LT proj.,200.0,,Purvciems,Stirnu 51,5,6.666666666666668,2023-01-05
2.0,48,3.0,Hrušč.,300.0,,Jugla,Auduma 33,5,6.25,2023-01-05
1.0,32,2.0,P. kara,350.0,,centrs,Lenču 2,6,10.9375,2023-01-05
1.0,39,3.0,Renov.,340.0,,centrs,Bruņinieku 72,5,8.717948717948719,2023-01-05
2.0,55,2.0,P. kara,510.0,,centrs,Lenču 2,6,9.272727272727273,2023-01-05
1.0,16,4.0,P. kara,260.0,,centrs,Čaka 55,5,16.25,2023-01-05
1.0,12,3.0,P. kara,155.0,,centrs,Laboratorijas 11,4,12.916666666666664,2023-01-05
2.0,56,5.0,P. kara,420.0,,centrs,Avotu 11,6,7.5,2023-01-05
3.0,103,2.0,Renov.,650.0,,centrs,Eksporta 12,6,6.310679611650484,2023-01-05
2.0,41,2.0,Hrušč.,270.0,,Ķengarags,Maskavas 237A,5,6.585365853658537,2023-01-05
1.0,47,7.0,Specpr.,350.0,,centrs,Vesetas 10,7,7.446808510638298,2023-01-05
1.0,20,1.0,P. kara,230.0,,Iļģuciems,Buļļu 10,2,11.5,2023-01-05
2.0,48,2.0,P. kara,360.0,,centrs,Ganu 6,5,7.5,2023-01-05
4.0,91,1.0,P. kara,375.0,,centrs,Bruņinieku 71,5,4.1208791208791204,2023-01-05
3.0,74,5.0,P. kara,290.0,,centrs,Bruņinieku 71,5,3.918918918918919,2023-01-05
1.0,32,3.0,Jaun.,380.0,,Ķengarags,Ķengaraga 10,5,11.875,2023-01-05
1.0,29,2.0,Priv. m.,230.0,,centrs,Pērnavas 49,4,7.931034482758621,2023-01-05
2.0,49,1.0,Jaun.,340.0,,Dārzciems,Kaķu 4,4,6.938775510204081,2023-01-05
2.0,56,1.0,Jaun.,400.0,,Zolitūde,Anniņmuižas 20,4,7.142857142857142,2023-01-05
2.0,42,4.0,Hrušč.,200.0,,centrs,Vēžu 9,5,4.761904761904762,2023-01-05
1.0,25,2.0,P. kara,185.0,,Dārzciems,Stopiņu 12,2,7.4,2023-01-05
1.0,44,3.0,M. ģim.,190.0,,Ziepniekkalns,Ozolciema 30,9,4.318181818181818,2023-01-05
2.0,40,3.0,Hrušč.,165.0,,centrs,Katrīnas d. 20/1,5,4.125,2023-01-05
4.0,133,10.0,Jaun.,1700.0,,centrs,Vesetas 24,10,12.781954887218044,2023-01-05
