rooms,square_m,floor,serie,price,link,region,street,building_total_floors,price_per_square_m,time
2.0,40,1.0,Hrušč.,370.0,,centrs,Tomsona 25 k-1,5,9.25,2023-01-17
1.0,30,2.0,Renov.,420.0,,Teika,Struktoru 7,3,14.0,2023-01-17
1.0,42,4.0,M. ģim.,300.0,,Purvciems,Ilūkstes 54/3,5,7.142857142857142,2023-01-17
2.0,40,2.0,Renov.,300.0,,Purvciems,Kastrānes 1-2,5,7.5,2023-01-17
1.0,17,3.0,Renov.,200.0,,Vecmīlgrāvis,Emmas 28,4,11.764705882352944,2023-01-17
1.0,45,7.0,119.,300.0,,Pļavnieki,Deglava 122,9,6.666666666666668,2023-01-17
1.0,29,2.0,Čehu pr.,290.0,,Jugla,Brīvības 404,12,10.0,2023-01-17
3.0,118,5.0,P. kara,500.0,,centrs,Brīvības 70,6,4.2372881355932215,2023-01-17
3.0,52,5.0,LT proj.,280.0,,Iļģuciems,Lidoņu 21,5,5.384615384615384,2023-01-17
4.0,123,3.0,P. kara,750.0,,centrs,Barona 63,5,6.097560975609755,2023-01-17
1.0,30,5.0,LT proj.,240.0,,Jugla,Juglas 47,5,8.0,2023-01-17
3.0,189,7.0,Jaun.,1400.0,,centrs,Matīsa 69,7,7.407407407407407,2023-01-17
2.0,58,2.0,P. kara,490.0,,centrs,Blaumaņa 21,5,8.448275862068966,2023-01-17
1.0,41,3.0,M. ģim.,240.0,,Pļavnieki,Sesku 10,5,5.853658536585367,2023-01-17
2.0,40,1.0,Specpr.,255.0,,Sarkandaugava,Aptiekas 8,5,6.375,2023-01-17
3.0,87,2.0,P. kara,450.0,,centrs,Ģertrūdes 46,5,5.172413793103448,2023-01-17
1.0,30,2.0,P. kara,220.0,,centrs,Ģertrūdes 135,5,7.333333333333332,2023-01-17
2.0,40,4.0,LT proj.,175.0,,Imanta,Kurzemes pr. 42,5,4.375,2023-01-17
2.0,50,4.0,LT proj.,360.0,,Imanta,Dubultu 21,5,7.2,2023-01-17
1.0,20,4.0,P. kara,190.0,,centrs,Sadovņikova 47,5,9.5,2023-01-17
2.0,51,3.0,602.,370.0,,Pļavnieki,Salnas 20,9,7.254901960784314,2023-01-17
2.0,52,5.0,Renov.,900.0,,centrs,Lāčplēša 24,6,17.307692307692307,2023-01-17
2.0,37,4.0,Hrušč.,240.0,,Ķengarags,Maltas 24,5,6.486486486486488,2023-01-17
3.0,72,3.0,P. kara,480.0,,Vecrīga,Jāņa 5,5,6.666666666666668,2023-01-17
3.0,116,2.0,Jaun.,1800.0,,Ķīpsala,Balasta d. 72,5,15.517241379310345,2023-01-17
3.0,95,3.0,Jaun.,1100.0,,centrs,Rūpniecības 21,8,11.578947368421053,2023-01-17
1.0,50,3.0,Jaun.,450.0,,Purvciems,Stirnu 13A,6,9.0,2023-01-17
1.0,31,6.0,P. kara,320.0,,centrs,Ģertrūdes 31,6,10.322580645161288,2023-01-17
1.0,29,2.0,Čehu pr.,290.0,,Teika,Brīvības 404,12,10.0,2023-01-17
2.0,48,2.0,Specpr.,260.0,,Krasta r-ns,Salaspils 2,5,5.416666666666668,2023-01-17
2.0,70,1.0,Staļina,295.0,,centrs,Katrīnas d. 26,2,4.214285714285714,2023-01-17
3.0,83,5.0,Jaun.,1000.0,,centrs,Grostonas 21,10,12.048192771084338,2023-01-17
2.0,45,5.0,P. kara,480.0,,centrs,Kalniņa 2,6,10.666666666666666,2023-01-17
2.0,44,3.0,Specpr.,400.0,,Sarkandaugava,Allažu 5,3,9.090909090909092,2023-01-17
3.0,102,3.0,Jaun.,700.0,,Vecrīga,Kalēju 74,4,6.862745098039214,2023-01-17
2.0,72,1.0,Renov.,500.0,,centrs,Ģertrūdes 39,5,6.9444444444444455,2023-01-17
2.0,39,2.0,P. kara,500.0,,Ķīpsala,Ogļu 28,3,12.82051282051282,2023-01-17
2.0,45,8.0,Čehu pr.,300.0,,Iļģuciems,V. Buļļu 1b,9,6.666666666666668,2023-01-17
1.0,34,8.0,467.,270.0,,Purvciems,Ilūkstes 103-2,9,7.9411764705882355,2023-01-17
1.0,33,6.0,Renov.,330.0,,centrs,Lāčplēša 51,6,10.0,2023-01-17
2.0,44,3.0,P. kara,380.0,,centrs,Čaka 33,5,8.636363636363637,2023-01-17
1.0,20,2.0,P. kara,120.0,,Āgenskalns,Daugavgrīvas 36,3,6.0,2023-01-17
1.0,36,3.0,Staļina,230.0,,Maskavas priekšpilsēta,M. Lubānas 16,3,6.388888888888888,2023-01-17
3.0,60,3.0,P. kara,230.0,,centrs,Lāčplēša 121A,5,3.8333333333333335,2023-01-17
4.0,145,3.0,Renov.,1500.0,,centrs,Rūpniecības 7,5,10.344827586206897,2023-01-17
3.0,100,4.0,P. kara,880.0,,centrs,Jāņa 5,5,8.8,2023-01-17
2.0,48,2.0,Jaun.,440.0,,centrs,Ieroču 14,5,9.166666666666666,2023-01-17
2.0,59,1.0,Hrušč.,440.0,,centrs,Valdemāra 40,5,7.4576271186440675,2023-01-17
1.0,26,2.0,Renov.,350.0,,Āgenskalns,Melnsila 14,3,13.461538461538463,2023-01-17
1.0,33,4.0,P. kara,340.0,,centrs,Ģertrūdes 86,6,10.303030303030305,2023-01-17
4.0,200,1.0,Renov.,1000.0,,centrs,Blaumaņa 36,5,5.0,2023-01-17
1.0,27,4.0,Hrušč.,180.0,,Krasta r-ns,Pļaviņu 25,5,6.666666666666668,2023-01-17
2.0,40,1.0,Hrušč.,350.0,,Teika,Ropažu 26,5,8.75,2023-01-17
1.0,38,6.0,Čehu pr.,230.0,,Mežaparks,Ezermalas 2a,12,6.052631578947367,2023-01-17
3.0,100,4.0,P. kara,880.0,,Vecrīga,Jāņa 5,5,8.8,2023-01-17
3.0,57,2.0,LT proj.,370.0,,Jugla,Kvēles 25,5,6.491228070175438,2023-01-17
2.0,52,3.0,103.,325.0,,Šampēteris-Pleskodāle,Irlavas 12,5,6.25,2023-01-17
1.0,65,1.0,Specpr.,450.0,,Āgenskalns,Liepājas 1,2,6.9230769230769225,2023-01-17
2.0,56,2.0,Renov.,400.0,,centrs,Lāčplēša 14,5,7.142857142857142,2023-01-17
3.0,89,22.0,Jaun.,760.0,,Šampēteris-Pleskodāle,Lielirbes 13,30,8.539325842696629,2023-01-17
3.0,66,1.0,Priv. m.,350.0,,Imanta,Anniņmuižas 90,2,5.303030303030303,2023-01-17
2.0,60,4.0,Jaun.,450.0,,Mežciems,Vecā Biķernieku 9,4,7.5,2023-01-17
2.0,43,4.0,Hrušč.,350.0,,centrs,Pērnavas 12,5,8.13953488372093,2023-01-17
1.0,28,5.0,LT proj.,210.0,,Iļģuciems,Spilves 7,5,7.5,2023-01-17
3.0,101,2.0,Jaun.,1890.0,,centrs,Antonijas 17a,6,18.712871287128717,2023-01-17
2.0,44,5.0,Hrušč.,350.0,,Teika,Raunas 39,5,7.954545454545454,2023-01-17
1.0,29,5.0,Hrušč.,300.0,,centrs,Hospitāļu 26,2,10.344827586206897,2023-01-17
3.0,70,3.0,P. kara,700.0,,centrs,Kalpaka bulv. 9,5,10.0,2023-01-17
3.0,78,6.0,P. kara,400.0,,centrs,Brīvības 72,6,5.128205128205129,2023-01-17
1.0,14,1.0,Renov.,140.0,,centrs,Bruņinieku 111,4,10.0,2023-01-17
2.0,55,3.0,Renov.,700.0,,centrs,Vaļņu 19,7,12.727272727272727,2023-01-17
2.0,85,5.0,Renov.,750.0,,centrs,Vaļņu 19,7,8.823529411764708,2023-01-17
3.0,62,5.0,LT proj.,300.0,,Iļģuciems,Buļļu 31,5,4.838709677419356,2023-01-17
1.0,20,2.0,Specpr.,120.0,,centrs,Briāna 12,5,6.0,2023-01-17
3.0,82,4.0,P. kara,450.0,,centrs,Valdemāra 97,5,5.487804878048781,2023-01-17
1.0,32,9.0,467.,300.0,,Krasta r-ns,Lubānas 16,9,9.375,2023-01-17
1.0,36,6.0,602.,210.0,,Imanta,Kurzemes pr. 86,9,5.833333333333332,2023-01-17
2.0,64,3.0,LT proj.,230.0,,Čiekurkalns,Čiekurkalna 4. šķ l. 1,9,3.59375,2023-01-17
2.0,67,3.0,Jaun.,440.0,,Purvciems,Madonas 2,5,6.567164179104477,2023-01-17
1.0,32,3.0,467.,230.0,,Krasta r-ns,Salacas 32,9,7.1875,2023-01-17
3.0,95,4.0,Jaun.,1500.0,,centrs,Rūpniecības 50,7,15.789473684210524,2023-01-17
1.0,31,2.0,Staļina,250.0,,centrs,Katrīnas d. 26,2,8.064516129032258,2023-01-17
1.0,39,4.0,Specpr.,200.0,,Ķengarags,Dubnas 8,12,5.128205128205129,2023-01-17
1.0,35,1.0,Staļina,320.0,,Āgenskalns,Talsu 3,3,9.142857142857142,2023-01-17
2.0,45,4.0,Renov.,600.0,,centrs,Čaka 30A,6,13.333333333333336,2023-01-17
2.0,66,5.0,P. kara,265.0,,centrs,Tallinas 94,5,4.0151515151515165,2023-01-17
1.0,32,4.0,P. kara,250.0,,Sarkandaugava,Tilta 12,4,7.8125,2023-01-17
3.0,133,2.0,P. kara,465.0,,Sarkandaugava,Tilta 12,4,3.4962406015037595,2023-01-17
1.0,30,4.0,Renov.,280.0,,centrs,Bruņinieku 115,4,9.333333333333334,2023-01-17
2.0,52,4.0,Renov.,250.0,,centrs,Elijas 19,6,4.807692307692308,2023-01-17
2.0,55,5.0,P. kara,350.0,,centrs,Nītaures 2,5,6.363636363636362,2023-01-17
2.0,44,1.0,P. kara,230.0,,centrs,Vārnu 12,5,5.227272727272728,2023-01-17
2.0,42,1.0,Renov.,200.0,,Sarkandaugava,Hāpsalas 12,3,4.761904761904762,2023-01-17
2.0,42,5.0,Hrušč.,330.0,,Āgenskalns,Kuģu 22,5,7.857142857142858,2023-01-17
2.0,44,4.0,P. kara,350.0,,centrs,Sadovņikova 11,5,7.954545454545454,2023-01-17
2.0,37,2.0,Specpr.,330.0,,centrs,Matīsa 46,3,8.91891891891892,2023-01-17
1.0,25,5.0,Hrušč.,225.0,,Čiekurkalns,Gaujas 55,5,9.0,2023-01-17
1.0,12,1.0,602.,200.0,,Pļavnieki,Dzeņu 10,9,16.666666666666668,2023-01-17
1.0,25,2.0,P. kara,250.0,,centrs,M. Krasta 1,2,10.0,2023-01-17
1.0,22,2.0,Jaun.,290.0,,Torņakalns,Olīvu 5,2,13.181818181818182,2023-01-17
2.0,54,1.0,Priv. m.,400.0,,centrs,Elku 5,3,7.407407407407407,2023-01-17
2.0,50,5.0,Specpr.,430.0,,Krasta r-ns,Balvu 13,5,8.6,2023-01-17
1.0,36,6.0,602.,350.0,,Purvciems,Stirnu 35A,9,9.722222222222221,2023-01-17
2.0,46,9.0,Jaun.,550.0,,Imanta,Akāciju 2C,9,11.956521739130435,2023-01-17
1.0,43,14.0,Specpr.,240.0,,Mežciems,Biķernieku 102,16,5.5813953488372094,2023-01-17
2.0,47,2.0,Jaun.,490.0,,Imanta,Jūrmalas g. 82,9,10.425531914893618,2023-01-17
1.0,31,2.0,P. kara,170.0,,Āgenskalns,Talsu 12,2,5.483870967741934,2023-01-17
3.0,76,5.0,119.,460.0,,Ziepniekkalns,Ozolciema 12,10,6.052631578947367,2023-01-17
1.0,42,1.0,104.,200.0,,Purvciems,Purvciema 15,12,4.761904761904762,2023-01-17
3.0,103,2.0,P. kara,580.0,,centrs,Tērbatas 41/43,6,5.631067961165049,2023-01-17
2.0,40,3.0,Renov.,300.0,,Ziepniekkalns,Bauskas 51,5,7.5,2023-01-17
1.0,30,2.0,LT proj.,230.0,,Purvciems,Varavīksnes g. 1,5,7.666666666666668,2023-01-17
1.0,34,7.0,M. ģim.,220.0,,Ķengarags,Maskavas 313,12,6.470588235294117,2023-01-17
2.0,43,2.0,Staļina,300.0,,Dārzciems,Lubānas 43,2,6.9767441860465125,2023-01-17
2.0,55,4.0,Specpr.,300.0,,centrs,Lāčplēša 120,5,5.454545454545454,2023-01-17
2.0,48,5.0,Specpr.,320.0,,Jugla,Auduma 33,5,6.666666666666668,2023-01-17
1.0,30,1.0,P. kara,240.0,,Čiekurkalns,Čiekurkalna 1. l. 32,2,8.0,2023-01-17
2.0,43,3.0,Hrušč.,245.0,,Iļģuciems,Dzirciema 74,5,5.697674418604652,2023-01-17
1.0,22,3.0,Renov.,295.0,,Maskavas priekšpilsēta,Ludzas 17,5,13.409090909090908,2023-01-17
2.0,68,2.0,Jaun.,820.0,,centrs,Cēsu 9,6,12.058823529411766,2023-01-17
2.0,44,1.0,P. kara,270.0,,Torņakalns,Sūnu 2,2,6.136363636363638,2023-01-17
2.0,153,1.0,Jaun.,1000.0,,Āgenskalns,St. Rusas 22a,5,6.5359477124183005,2023-01-17
3.0,74,5.0,119.,400.0,,Pļavnieki,Deglava 122,9,5.405405405405406,2023-01-17
3.0,70,2.0,Priv. m.,500.0,,centrs,Avotu 58,2,7.142857142857142,2023-01-17
2.0,48,5.0,LT proj.,330.0,,Iļģuciems,Dzirciema 67,9,6.875,2023-01-17
3.0,82,1.0,Renov.,490.0,,Krasta r-ns,Kojusalas 25,2,5.975609756097561,2023-01-17
3.0,100,2.0,Renov.,1200.0,,centrs,Valdemāra 23,6,12.0,2023-01-17
2.0,50,2.0,LT proj.,390.0,,Iļģuciems,Palangas 12,5,7.8,2023-01-17
2.0,49,4.0,P. kara,400.0,,Jugla,Brīvības 414,4,8.16326530612245,2023-01-17
1.0,40,2.0,Renov.,230.0,,centrs,Klijānu 2A,9,5.75,2023-01-17
2.0,55,1.0,602.,320.0,,Vecmīlgrāvis,Sarmas 7,9,5.8181818181818175,2023-01-17
2.0,59,5.0,119.,350.0,,Zolitūde,Lejiņa 5,10,5.932203389830509,2023-01-17
4.0,145,10.0,Jaun.,2690.0,,centrs,Grostonas 21,10,18.55172413793104,2023-01-17
2.0,64,5.0,Staļina,750.0,,Vecrīga,Grēcinieku 11,6,11.71875,2023-01-17
1.0,40,6.0,Renov.,200.0,,centrs,Klusā 18,9,5.0,2023-01-17
2.0,40,4.0,Hrušč.,320.0,,Āgenskalns,Rododendru 12,5,8.0,2023-01-17
1.0,40,4.0,M. ģim.,190.0,,Pļavnieki,Dravnieku 12,9,4.75,2023-01-17
2.0,50,3.0,LT proj.,280.0,,Dzegužkalns,Morica 20b,5,5.6,2023-01-17
2.0,40,5.0,Hrušč.,250.0,,Teika,Apes 1D,5,6.25,2023-01-17
2.0,38,5.0,Jaun.,680.0,,centrs,Rūpniecības 25,6,17.894736842105264,2023-01-17
4.0,80,3.0,Jaun.,800.0,,Mežciems,Biķernieku 160,4,10.0,2023-01-17
2.0,45,1.0,Hrušč.,290.0,,Jugla,Juglas 1,5,6.4444444444444455,2023-01-17
1.0,33,1.0,P. kara,250.0,,centrs,Valmieras 6,2,7.575757575757576,2023-01-17
3.0,68,3.0,P. kara,300.0,,centrs,Avotu 54,5,4.411764705882354,2023-01-17
1.0,25,3.0,P. kara,240.0,,Teika,Piebalgas 10a,3,9.6,2023-01-17
3.0,76,7.0,Specpr.,400.0,,Mežaparks,Ķempes 3,12,5.2631578947368425,2023-01-17
3.0,71,5.0,Jaun.,580.0,,Jugla,Brīvības 386,14,8.169014084507044,2023-01-17
2.0,44,3.0,Specpr.,400.0,,Mežaparks,Meža pr. 1,3,9.090909090909092,2023-01-17
2.0,44,3.0,Specpr.,400.0,,centrs,Ganību d. 111,3,9.090909090909092,2023-01-17
2.0,49,9.0,467.,330.0,,Purvciems,Ilūkstes 109/3,9,6.7346938775510194,2023-01-17
4.0,134,1.0,Renov.,800.0,,centrs,Vidus 11,5,5.970149253731344,2023-01-17
3.0,62,5.0,602.,350.0,,Pļavnieki,Keldiša 24,9,5.645161290322582,2023-01-17
3.0,65,2.0,P. kara,600.0,,centrs,Ausekļa 3,5,9.23076923076923,2023-01-17
2.0,47,3.0,P. kara,270.0,,Maskavas priekšpilsēta,Krāslavas 18,4,5.74468085106383,2023-01-17
2.0,50,4.0,LT proj.,150.0,,Vecmīlgrāvis,Sniega 2/2,5,3.0,2023-01-17
1.0,28,2.0,P. kara,130.0,,Sarkandaugava,Tvaika 26,2,4.642857142857143,2023-01-17
2.0,50,3.0,LT proj.,310.0,,Iļģuciems,Reņģes 1,5,6.2,2023-01-17
2.0,49,2.0,602.,380.0,,Pļavnieki,Pļavnieku 8,43,7.755102040816326,2023-01-17
2.0,39,6.0,P. kara,250.0,,centrs,Duntes 60,6,6.410256410256411,2023-01-17
1.0,32,4.0,602.,220.0,,Imanta,Kurzemes pr. 82,9,6.875,2023-01-17
2.0,41,2.0,Staļina,365.0,,centrs,Katrīnas d. 20,6,8.902439024390244,2023-01-17
1.0,33,5.0,LT proj.,250.0,,Jugla,Murjāņu 36,5,7.575757575757576,2023-01-17
1.0,20,1.0,P. kara,300.0,,Grīziņkalns,Pērnavas 37,5,15.0,2023-01-17
2.0,40,2.0,P. kara,340.0,,Āgenskalns,Nometņu 29,3,8.5,2023-01-17
1.0,25,3.0,602.,300.0,,centrs,Lāčplēša 33,6,12.0,2023-01-17
2.0,46,4.0,Hrušč.,330.0,,Mangaļi,Mores 3,5,7.173913043478262,2023-01-17
2.0,43,4.0,LT proj.,280.0,,Āgenskalns,Kūdras 6,5,6.511627906976744,2023-01-17
2.0,41,3.0,Hrušč.,250.0,,Ziepniekkalns,Tadaiķu 9a,4,6.097560975609755,2023-01-17
4.0,132,4.0,Jaun.,1800.0,,centrs,Jeruzalemes 5,6,13.636363636363635,2023-01-17
2.0,49,5.0,467.,380.0,,Āgenskalns,Vīlipa 8,9,7.755102040816326,2023-01-17
1.0,45,2.0,Jaun.,440.0,,Āgenskalns,Kuģu 26,5,9.777777777777779,2023-01-17
1.0,16,3.0,P. kara,220.0,,centrs,Vagonu 22,5,13.75,2023-01-17
1.0,27,3.0,P. kara,200.0,,Maskavas priekšpilsēta,Jēkabpils 16,3,7.407407407407407,2023-01-17
1.0,35,3.0,Čehu pr.,200.0,,Āgenskalns,Jūrmalas g. 1,12,5.7142857142857135,2023-01-17
1.0,39,8.0,Jaun.,430.0,,Purvciems,Žagatu 7,9,11.025641025641027,2023-01-17
2.0,82,8.0,Jaun.,550.0,,Pļavnieki,Ulbrokas 12 k3,9,6.7073170731707314,2023-01-17
4.0,91,1.0,P. kara,350.0,,centrs,Bruņinieku 71,5,3.8461538461538463,2023-01-17
3.0,60,5.0,602.,300.0,,Imanta,Kurzemes pr. 87,9,5.0,2023-01-17
1.0,32,3.0,Hrušč.,230.0,,Purvciems,Biķernieku 71,5,7.1875,2023-01-17
1.0,39,2.0,M. ģim.,180.0,,Pļavnieki,Ilūkstes 26,5,4.615384615384615,2023-01-17
3.0,58,8.0,Jaun.,850.0,,Krasta r-ns,Maskavas 190,9,14.655172413793107,2023-01-17
1.0,29,4.0,Hrušč.,200.0,,Ķengarags,Aglonas 33,5,6.896551724137932,2023-01-17
2.0,50,9.0,602.,250.0,,Pļavnieki,Dravnieku 7,2,5.0,2023-01-17
2.0,45,2.0,Hrušč.,200.0,,Daugavgrīva,Parādes 26,5,4.4444444444444455,2023-01-17
2.0,42,8.0,Jaun.,400.0,,Pļavnieki,Salnas 21,9,9.523809523809524,2023-01-17
4.0,130,5.0,P. kara,550.0,,centrs,Barona 8,5,4.230769230769232,2023-01-17
5.0,140,1.0,P. kara,450.0,,centrs,Antonijas 10,6,3.2142857142857144,2023-01-17
1.0,39,4.0,M. ģim.,200.0,,Bolderāja,Finiera 19,9,5.128205128205129,2023-01-17
2.0,52,3.0,P. kara,490.0,,Āgenskalns,Ernestīnes 7,3,9.423076923076923,2023-01-17
2.0,40,5.0,Specpr.,340.0,,centrs,Bruņinieku 42,6,8.5,2023-01-17
3.0,64,5.0,602.,390.0,,Dārzciems,Zeltiņu 5,9,6.09375,2023-01-17
4.0,91,1.0,P. kara,350.0,,centrs,Bruņinieku 71,5,3.8461538461538463,2023-01-17
2.0,41,3.0,Hrušč.,150.0,,Vecmīlgrāvis,Vecmīlgrāvja 17,4,3.6585365853658534,2023-01-17
1.0,34,4.0,103.,150.0,,Mežciems,Biķernieku 220,5,4.411764705882354,2023-01-17
2.0,49,1.0,Specpr.,300.0,,Daugavgrīva,Lēpju 9,5,6.1224489795918355,2023-01-17
2.0,45,1.0,LT proj.,300.0,,Mangaļi,Ostas pr. 4,5,6.666666666666668,2023-01-17
1.0,31,5.0,Hrušč.,190.0,,Āgenskalns,Trijādības 4,5,6.129032258064517,2023-01-17
1.0,40,3.0,M. ģim.,240.0,,Purvciems,Ilūkstes 54/2,5,6.0,2023-01-17
1.0,50,3.0,Jaun.,350.0,,Torņakalns,Satiksmes 6,3,7.0,2023-01-17
4.0,155,2.0,P. kara,1085.0,,centrs,Vīlandes 10,5,7.0,2023-01-17
2.0,46,3.0,P. kara,400.0,,centrs,Rūpniecības 16,6,8.695652173913043,2023-01-17
3.0,63,2.0,Renov.,900.0,,centrs,Ģertrūdes 99,6,14.285714285714285,2023-01-17
3.0,82,2.0,Jaun.,800.0,,Cits,Rātsupītes 3,6,9.75609756097561,2023-01-17
2.0,34,3.0,Renov.,300.0,,Grīziņkalns,Alauksta 1,3,8.823529411764708,2023-01-17
1.0,30,3.0,Renov.,390.0,,centrs,Vagonu 22,5,13.0,2023-01-17
2.0,68,3.0,P. kara,400.0,,centrs,Senču 3,4,5.882352941176472,2023-01-17
1.0,35,6.0,602.,290.0,,Krasta r-ns,Lubānas 56,9,8.285714285714286,2023-01-17
3.0,55,3.0,P. kara,450.0,,Āgenskalns,Ormaņu 6a,3,8.181818181818182,2023-01-17
1.0,17,3.0,Staļina,250.0,,centrs,Valdemāra 127,6,14.705882352941178,2023-01-17
1.0,34,2.0,Jaun.,300.0,,Mežciems,Kaivas 50,5,8.823529411764708,2023-01-17
4.0,95,3.0,Staļina,850.0,,centrs,Valdemāra 106,6,8.947368421052632,2023-01-17
3.0,68,4.0,Jaun.,650.0,,Čiekurkalns,Rusova 7,5,9.558823529411764,2023-01-17
1.0,18,2.0,Renov.,220.0,,Teika,Zemgala 77,4,12.222222222222221,2023-01-17
3.0,55,1.0,Renov.,620.0,,Teika,Bajāru 8,2,11.272727272727273,2023-01-17
2.0,69,5.0,Specpr.,580.0,,centrs,Ēveles 6,7,8.405797101449275,2023-01-17
2.0,53,3.0,103.,175.0,,Brekši,Bebrenes 8,5,3.30188679245283,2023-01-17
2.0,38,3.0,LT proj.,290.0,,Ķengarags,Maskavas 305,5,7.63157894736842,2023-01-17
1.0,18,3.0,Renov.,160.0,,Teika,Zemgala 77,4,8.888888888888891,2023-01-17
1.0,27,5.0,LT proj.,200.0,,Iļģuciems,Buļļu 31A,5,7.407407407407407,2023-01-17
2.0,52,1.0,LT proj.,260.0,,Purvciems,Ilūkstes 56,5,5.0,2023-01-17
2.0,43,6.0,Hrušč.,300.0,,centrs,Vesetas 30,6,6.9767441860465125,2023-01-17
1.0,30,1.0,Čehu pr.,230.0,,Imanta,Rigondas g. 1,12,7.666666666666668,2023-01-17
1.0,14,1.0,Renov.,220.0,,centrs,Barona 82a,1,15.714285714285715,2023-01-17
3.0,65,11.0,Specpr.,300.0,,Jugla,Vidzemes al. 3,12,4.615384615384615,2023-01-17
1.0,33,1.0,LT proj.,249.0,,Jugla,Juglas 43,5,7.545454545454546,2023-01-17
1.0,24,2.0,P. kara,160.0,,Sarkandaugava,Ziemeļu 12,2,6.666666666666668,2023-01-17
1.0,32,4.0,602.,280.0,,Pļavnieki,Keldiša 9,6,8.75,2023-01-17
1.0,32,6.0,Čehu pr.,250.0,,Imanta,Jūrmalas g. 1b,12,7.8125,2023-01-17
1.0,20,2.0,P. kara,150.0,,Sarkandaugava,Āžu 12,2,7.5,2023-01-17
2.0,45,1.0,Jaun.,450.0,,centrs,Klijānu 12,3,10.0,2023-01-17
2.0,45,4.0,P. kara,220.0,,Maskavas priekšpilsēta,Daugavpils 12,5,4.888888888888889,2023-01-17
1.0,39,5.0,Renov.,300.0,,centrs,Mastu 8,3,7.6923076923076925,2023-01-17
2.0,45,5.0,Hrušč.,350.0,,Ķengarags,Maskavas 256/7,5,7.777777777777778,2023-01-17
2.0,45,2.0,LT proj.,240.0,,Ķengarags,Maskavas 250/11,5,5.333333333333333,2023-01-17
4.0,170,2.0,Renov.,2000.0,,centrs,Antonijas 12,6,11.764705882352944,2023-01-17
2.0,51,9.0,602.,200.0,,Dārzciems,Zeltiņu 15,9,3.92156862745098,2023-01-17
3.0,53,2.0,LT proj.,300.0,,Imanta,Jūrmalas g. 93,5,5.660377358490566,2023-01-17
2.0,50,5.0,602.,250.0,,Dārzciems,Zeltiņu 13,9,5.0,2023-01-17
2.0,49,2.0,Renov.,495.0,,centrs,Avotu 8,5,10.102040816326529,2023-01-17
1.0,27,1.0,Staļina,250.0,,centrs,Mastu 2,5,9.25925925925926,2023-01-17
3.0,55,1.0,Renov.,595.0,,centrs,Avotu 8,4,10.818181818181818,2023-01-17
2.0,56,3.0,Jaun.,560.0,,centrs,Grostonas 17,8,10.0,2023-01-17
2.0,34,4.0,602.,220.0,,Ziepniekkalns,Ēbeļmuižas 16,9,6.470588235294117,2023-01-17
2.0,30,1.0,Hrušč.,150.0,,Dārzciems,Lubānas 41/6,3,5.0,2023-01-17
2.0,41,2.0,Specpr.,235.0,,Sarkandaugava,Viestura pr. 3,3,5.7317073170731705,2023-01-17
3.0,67,3.0,Renov.,1215.0,,centrs,Pērnavas 41,6,18.13432835820895,2023-01-17
2.0,48,2.0,Renov.,862.0,,centrs,Pērnavas 41,6,17.958333333333332,2023-01-17
4.0,138,3.0,Jaun.,1500.0,,Šampēteris-Pleskodāle,Volguntes 40,4,10.869565217391305,2023-01-17
1.0,27,1.0,LT proj.,270.0,,Imanta,Kleistu 18,5,10.0,2023-01-17
3.0,68,2.0,103.,350.0,,Purvciems,Nīcgales 40,5,5.147058823529412,2023-01-17
2.0,40,1.0,Hrušč.,270.0,,Āgenskalns,Kristapa 20,5,6.75,2023-01-17
1.0,30,3.0,P. kara,350.0,,centrs,Čaka 130A,5,11.666666666666664,2023-01-17
4.0,115,3.0,P. kara,1200.0,,centrs,Blaumaņa 27,5,10.434782608695652,2023-01-17
2.0,56,5.0,104.,290.0,,centrs,Indrānu 2,5,5.178571428571429,2023-01-17
2.0,58,4.0,Jaun.,850.0,,centrs,Birznieka-Upīša 13,6,14.655172413793107,2023-01-17
3.0,80,3.0,Jaun.,570.0,,Purvciems,Dzelzavas 19/3,6,7.125,2023-01-17
2.0,50,5.0,602.,350.0,,Pļavnieki,Praulienas 14,8,7.0,2023-01-17
1.0,41,7.0,M. ģim.,210.0,,Pļavnieki,Keldiša 3,9,5.121951219512195,2023-01-17
2.0,54,2.0,Jaun.,860.0,,centrs,Antonijas 16a,6,15.925925925925926,2023-01-17
3.0,67,2.0,Staļina,1300.0,,centrs,Antonijas 6a,5,19.402985074626862,2023-01-17
2.0,30,3.0,P. kara,130.0,,centrs,Stabu 6,5,4.333333333333333,2023-01-17
2.0,59,3.0,119.,260.0,,Purvciems,Brantkalna 12,9,4.40677966101695,2023-01-17
3.0,62,7.0,602.,350.0,,Pļavnieki,Zemes 10,9,5.645161290322582,2023-01-17
3.0,80,2.0,P. kara,680.0,,centrs,Elizabetes 29B,4,8.5,2023-01-17
1.0,33,1.0,Hrušč.,200.0,,Ķengarags,Maskavas 164,4,6.0606060606060606,2023-01-17
1.0,32,3.0,Priv. m.,390.0,,centrs,Valmieras 3,5,12.1875,2023-01-17
1.0,23,4.0,Renov.,300.0,,Maskavas priekšpilsēta,Krāslavas 22,6,13.043478260869565,2023-01-17
1.0,20,5.0,Renov.,200.0,,Mežaparks,Ezermalas 4a,5,10.0,2023-01-17
2.0,64,2.0,Jaun.,400.0,,Ķengarags,Prūšu 4,5,6.25,2023-01-17
1.0,36,5.0,Renov.,380.0,,Teika,Ūnijas 55,5,10.555555555555557,2023-01-17
